Epoch 342: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 343: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.452
Epoch 344: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 345: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 346: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 347: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.453
Epoch 348: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.453
Epoch 349: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.453
Epoch 350: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.453
Epoch 351: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 352: duration loss = 0.290 | prior loss = 1.205 | diffusion loss = 0.452
Epoch 353: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 354: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 355: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 356: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 357: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 358: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 359: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 360: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 361: duration loss = 0.289 | prior loss = 1.207 | diffusion loss = 0.453
Epoch 362: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 363: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 364: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 365: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 366: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 367: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 368: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 369: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 370: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 371: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 372: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 373: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 374: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 375: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 376: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 377: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 378: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 379: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 380: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 381: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.452
Epoch 382: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 383: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 384: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 385: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 386: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 387: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 388: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 389: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 390: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 391: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 392: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 393: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 394: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 395: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 396: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 397: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 398: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 399: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.449
Epoch 400: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 401: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 402: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 403: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 404: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 405: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 406: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 407: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 408: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 409: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 410: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 411: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 412: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 413: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 414: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 415: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.451
Epoch 416: duration loss = 0.289 | prior loss = 1.205 | diffusion loss = 0.448
Epoch 417: duration loss = 0.290 | prior loss = 1.205 | diffusion loss = 0.449
Epoch 418: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 419: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 420: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 421: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 422: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 423: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 424: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 425: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 426: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.450
Epoch 427: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 428: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 429: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 430: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 431: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 432: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 433: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 434: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 435: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 436: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 437: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 438: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 439: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 440: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 441: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 442: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 443: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 444: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 445: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 446: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 447: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 448: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 449: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 450: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 451: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 452: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 453: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 454: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 455: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 456: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 457: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 458: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 459: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 460: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 461: duration loss = 0.290 | prior loss = 1.207 | diffusion loss = 0.449
Epoch 462: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 463: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 464: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 465: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 466: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 467: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 468: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 469: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 470: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 471: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 472: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 473: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 474: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 475: duration loss = 0.289 | prior loss = 1.207 | diffusion loss = 0.447
Epoch 476: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 477: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 478: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 479: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.448
Epoch 480: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 481: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 482: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 483: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.449
Epoch 484: duration loss = 0.289 | prior loss = 1.205 | diffusion loss = 0.448
Epoch 485: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 486: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 487: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 488: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 489: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 490: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 491: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 492: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 493: duration loss = 0.290 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 494: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 495: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.445
Epoch 496: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.447
Epoch 497: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.445
Epoch 498: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 499: duration loss = 0.289 | prior loss = 1.206 | diffusion loss = 0.446
Epoch 500: duration loss = 0.286 | prior loss = 1.204 | diffusion loss = 0.447
Epoch 501: duration loss = 0.284 | prior loss = 1.202 | diffusion loss = 0.445
Epoch 502: duration loss = 0.284 | prior loss = 1.202 | diffusion loss = 0.445
Epoch 503: duration loss = 0.283 | prior loss = 1.201 | diffusion loss = 0.445
Epoch 504: duration loss = 0.283 | prior loss = 1.201 | diffusion loss = 0.445
Epoch 505: duration loss = 0.282 | prior loss = 1.200 | diffusion loss = 0.445
Epoch 506: duration loss = 0.282 | prior loss = 1.200 | diffusion loss = 0.445
Epoch 507: duration loss = 0.282 | prior loss = 1.200 | diffusion loss = 0.445
Epoch 508: duration loss = 0.282 | prior loss = 1.200 | diffusion loss = 0.444
Epoch 509: duration loss = 0.282 | prior loss = 1.200 | diffusion loss = 0.446
Epoch 510: duration loss = 0.281 | prior loss = 1.199 | diffusion loss = 0.446
Epoch 511: duration loss = 0.281 | prior loss = 1.199 | diffusion loss = 0.444
Epoch 512: duration loss = 0.280 | prior loss = 1.199 | diffusion loss = 0.444
Epoch 513: duration loss = 0.281 | prior loss = 1.199 | diffusion loss = 0.444
Epoch 514: duration loss = 0.280 | prior loss = 1.199 | diffusion loss = 0.446
Epoch 515: duration loss = 0.280 | prior loss = 1.199 | diffusion loss = 0.445
Epoch 516: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 517: duration loss = 0.281 | prior loss = 1.199 | diffusion loss = 0.444
Epoch 518: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 519: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.445
Epoch 520: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 521: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 522: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 523: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 524: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 525: duration loss = 0.279 | prior loss = 1.198 | diffusion loss = 0.445
Epoch 526: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.444
Epoch 527: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.442
Epoch 528: duration loss = 0.279 | prior loss = 1.198 | diffusion loss = 0.445
Epoch 529: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.444
Epoch 530: duration loss = 0.280 | prior loss = 1.198 | diffusion loss = 0.442
Epoch 531: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 532: duration loss = 0.279 | prior loss = 1.198 | diffusion loss = 0.443
Epoch 533: duration loss = 0.279 | prior loss = 1.198 | diffusion loss = 0.444
Epoch 534: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.442
Epoch 535: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.444
Epoch 536: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.442
Epoch 537: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.442
Epoch 538: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.442
Epoch 539: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 540: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 541: duration loss = 0.279 | prior loss = 1.198 | diffusion loss = 0.442
Epoch 542: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 543: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 544: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 545: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.444
Epoch 546: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 547: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 548: duration loss = 0.279 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 549: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 550: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 551: duration loss = 0.279 | prior loss = 1.196 | diffusion loss = 0.443
Epoch 552: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 553: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.442
Epoch 554: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 555: duration loss = 0.278 | prior loss = 1.197 | diffusion loss = 0.443
Epoch 556: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.443
Epoch 557: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 558: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 559: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 560: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.444
Epoch 561: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 562: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 563: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 564: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 565: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 566: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.443
Epoch 567: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 568: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 569: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 570: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 571: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 572: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 573: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.443
Epoch 574: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 575: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 576: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 577: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 578: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 579: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 580: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 581: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.440
Epoch 582: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 583: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 584: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 585: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.442
Epoch 586: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.442
Epoch 587: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 588: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.443
Epoch 589: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.440
Epoch 590: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.442
Epoch 591: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.440
Epoch 592: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 593: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.440
Epoch 594: duration loss = 0.278 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 595: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.440
Epoch 596: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 597: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.440
Epoch 598: duration loss = 0.277 | prior loss = 1.196 | diffusion loss = 0.441
Epoch 599: duration loss = 0.277 | prior loss = 1.195 | diffusion loss = 0.441
